key,val
services.[138]In,1
sibling,1
"company,SpaceX",1
"Services,",1
license,1
"1,000,000fixedsatellite",1
stations,1
system.[139]TheFederal,1
"pollution,[142][143][144]with",1
Commission(FCC),1
US$900,1
network.,1
35,1
states.[140]On,1
collaborated[141]to,1
customers.ControversiesThe,1
ofStarlinksatellites,1
criticized,1
astronomers,1
concerns,1
overlight,1
asStarship.,1
prototype.SpaceX,1
facilityFurther,1
SN9,1
2The,1
SpaceX'sCrew,1
"Dragonspacecraft,",1
Developmentprogram.SpaceX,1
Station.,1
Thefirst,1
version,1
2010.[31]The,1
generation,1
asDragon,1
conductedits,1
without,1
followed,1
bya,1
flightof,1
2020.[118][75]Dragon,1
transporting,1
orbit.[119]On,1
flewthe,1
variant,1
2to,1
flight.,1
renewed,1
NASA.[120]On,1
carry,1
pressurized,1
unpressurized,1
DragonandDragon,1
spacecraftMain,1
2021.[117]Dragon,1
oxygen,1
retropropulsive,1
"however,",1
scrapped,1
parachute,1
descent,1
andsplashdownat,1
sea.[113]First,1
firing,1
subscaleRaptordevelopment,1
"McGregor,",1
Texas.Raptor,1
liquid,1
liquidmethane-fueledfull-flow,1
ft).[116]SpaceX,1
cycleengines,1
in-developmentStarshiplaunch,1
system.[105]Development,1
versions,1
test-fired,1
2016.[114]On,1
"itsStarhoppervehicle,",1
tethered,1
ground.[115]In,1
powering,1
theStarhoppervehicle,1
(66,1
experiments,1
plannedLunar,1
aGateway,1
2020s,1
predetermined,1
propulsion,1
systems.[124]When,1
propellent,1
margins,1
"(RTLS),",1
platform,1
"ocean,",1
calledautonomous,1
ships(ASDS).[125]SpaceX,1
introducefloating,1
platforms.,1
sea,1
thefirst,1
second-generation,1
vehicle:,1
"system,",1
consisting,1
purchasedtwo,1
deepwater,1
rigsand,1
refitting,1
launches.[126]StarshipMain,1
"infrastructure,SpaceX",1
andStarship,1
historySpaceX,1
stageof,1
routinely,1
Services(GLS),1
twelve,1
contract.[121]NASA,1
sample,1
collection,1
"materials,",1
spacesuits,1
surface,1
theMoon.,1
Heavyand,1
"5,000",1
"(11,000",1
Gateway.,1
stay,1
months,1
CRS-6.SpaceX,1
inside,1
outside,1
vessel,1
"remotely,",1
present.[122][123]Autonomous,1
shipsMain,1
"program,Falcon",1
"tests,",1
andAutonomous,1
shipAnautonomous,1
shipin,1
position,1
competitionIn,1
sponsor,1
"aHyperloopcompetition,",1
1.6,1
threeorbitallaunch,1
atCape,1
"Station,Vandenberg",1
andKennedy,1
"Center,",1
see,1
niche,1
sufficient,1
pad.[164]The,1
highly,1
inclined,1
"(66–145°),",1
medium,1
(28.5–51.6°).[165]Before,1
"retired,",1
allFalcon,1
1launches,1
took,1
theRonald,1
Reagan,1
Ballistic,1
Defense,1
SiteonOmelek,1
Island.[166]Cape,1
StationIn,1
2007,1
USAF,1
LZ2.SpaceX,1
onLZ1and,1
Boosters,1
hours,1
testing.,1
improvements,1
acreage,1
purchasing,1
pieces,1
farmland.,1
half-acre,1
concrete,1
Grasshopper,1
program.[160]As,1
"2012[update],",1
"""18",1
"day,",1
Side,1
days,1
"week""[161]and",1
next,1
years.[162]In,1
routine,1
capsules,1
(following,1
"mission),",1
shipped,1
"de-fueling,",1
"cleanup,",1
missions.[163]Launch,1
ofCape,1
40(SLC-40),1
SpaceX.[167]The,1
building.Main,1
lease,1
forLaunch,1
39A.[171]The,1
pad,1
supportFalcon,1
Heavylaunches.,1
itsfirst,1
missionto,1
39A,1
2020.[172]Boca,1
TexasThe,1
assembly,1
siteSpaceX,1
CenterOn,1
flies,1
2021.[173]SpaceX,1
Texasin,1
2014.[174][175]TheFederal,1
Administration(FAA),1
2014.[176]SpaceX,1
ground,1
latter,1
half,1
"2015,[177]with",1
firstsuborbitallaunches,1
2019.[158]Satellite,1
20-year,1
2018.[170]Kennedy,1
mainly,1
coast,1
geostationary,1
SLC-40,1
supporting,1
formerLaunch,1
13at,1
"Canaveral,",1
renamedLanding,1
designated,1
9first-stage,1
landings.[168]Vandenberg,1
BaseSpaceX,1
west,1
atVandenberg,1
"boosters,",1
"ofCASSIOPE,",1
2013.Vandenberg,1
4(SLC-4E),1
leased,1
polar,1
"Heavy,[169]but",1
cannot,1
neighboring,1
SLC-4W,1
converted,1
Landing,1
landed,1
9engine,1
forFalcon,1
stand,1
v1.1rocket,1
"isheadquarteredinHawthorne,",1
serves,1
plant.,1
owns,1
development.,1
regional,1
offices,1
"Virginia,",1
D.C.[64]SpaceX,1
incorporated,1
state,1
"ofDelaware.[156]Headquarters,",1
2014.SpaceX,1
virus.[154][155]FacilitiesThe,1
theLos,1
Angelessuburb,1
"ofHawthorne,",1
three-story,1
byNorthrop,1
Corporationto,1
buildBoeing,1
"747fuselages,[157]houses",1
"space,",1
"control,",1
"and,",1
facilities.[158]The,1
California.SpaceX,1
protection,1
concentrations,1
participate,1
(0.99,1
mi),1
longsubscaletest,1
competitive,1
events.[150][151]The,1
annual,1
competitions,1
2017.[152][153]In,1
collaboration,1
doctors,1
academic,1
"researchers,",1
aCOVID-19antibody-testing,1
lasting,1
4300,1
volunteered,1
blood-samples,1
apeer-reviewedscientific,1
paper,1
crediting,1
eight,1
coauthors,1
suggesting,1
certain,1
level,1
antibodies,1
area,1
"headquarters,",1
refitted,1
onrocket,1
"stages,spacecraft,",1
principalavionicsand,1
allsoftwarein-house,1
unusual,1
"Nevertheless,",1
still,1
"3,000",1
weekly.[159]Development,1
FacilitySpaceX,1
"bunker,",1
2012SpaceX,1
tested,1
"stands,",1
itsrocket,1
low-altitudeVTVLflight,1
9Grasshopperv1.0,1
andF9R,1
Dev1test,1
2013–2014,1
carried,1
McGregor.,1
Testing,1
"sitenearBrownsville,",1
Texas.[158]The,1
fromBeal,1
"Aerospace,",1
"engines,rocket",1
builds,1
"facilities,",1
"Martin,BAE",1
and/or,1
subsidiaries,1
"U.S.,",1
includingBoeing/McDonnell,1
Douglasmain,1
"campuses,Aerospace",1
"Corp.,Raytheon,",1
NASA'sJet,1
"Laboratory,United",1
Force'sSpace,1
CenteratLos,1
"Base,Lockheed",1
"Systems,Northrop",1
engines.[10]SpaceX,1
"Grumman,",1
"andAECOM,",1
"etc.,",1
pool,1
engineers,1
college,1
engineering,1
graduates.[157]SpaceX,1
utilizes,1
degree,1
ofvertical,1
integrationin,1
"company""}(RLQ=window.RLQ||[]).push(function(){mw.config.set({""wgBackendResponseTime"":193,""wgHostname"":""mw1354""});});",1
