negative,positive,uncertainty,litigious,constraining,interesting,word
True,False,False,False,False,False,divulge
False,False,False,True,False,False,docket
False,False,False,True,False,False,donees
True,False,True,False,False,False,doubt
True,False,True,False,False,False,doubtful
True,False,False,False,False,False,downgrade
True,False,False,False,False,False,downsize
True,False,False,False,False,False,downtime
True,False,False,False,False,False,downtimes
True,False,False,False,False,False,downturn
True,False,False,False,False,False,downturns
True,False,False,False,False,False,downward
True,False,False,False,False,False,downwards
True,False,False,False,False,False,drag
True,False,False,False,False,False,drastic
True,False,False,False,False,False,drastically
True,False,False,False,False,False,drawback
True,False,False,False,False,False,drawbacks
False,True,False,False,False,False,dream
False,False,False,False,False,True,drop
True,False,False,False,False,False,drought
True,False,False,False,False,False,droughts
False,False,False,True,False,False,duly
True,False,False,False,False,False,duress
True,False,False,False,False,False,dysfunction
True,False,False,False,False,False,dysfunctional
True,False,False,False,False,False,dysfunctions
False,False,False,False,True,False,earmark
False,True,False,False,False,False,easier
False,True,False,False,False,False,easily
True,False,False,False,False,False,ease
False,True,False,False,False,False,easy
False,True,False,False,False,False,effective
False,True,False,False,False,False,efficiencies
False,True,False,False,False,False,efficiency
False,True,False,False,False,False,efficient
False,True,False,False,False,False,efficiently
True,False,False,False,False,False,egregious
True,False,False,False,False,False,egregiously
False,False,False,True,False,False,ejectment
True,False,False,False,False,False,embargo
True,False,False,False,False,False,embarrass
True,False,False,False,False,False,embarrassment
True,False,False,False,False,False,embarrassments
True,False,False,False,False,False,embezzle
True,False,False,False,False,False,embezzlement
True,False,False,False,False,False,embezzlements
True,False,False,False,False,False,embezzler
False,False,False,False,False,True,emotional
False,True,False,False,False,False,empower
False,True,False,False,False,False,enable
False,True,False,False,False,False,encourage
False,True,False,False,False,False,encouragement
True,False,False,False,False,False,encroach
True,False,False,False,False,False,encroachment
True,False,False,False,False,False,encroachments
True,False,False,True,True,False,encumber
True,False,False,True,True,False,encumbrance
False,False,False,True,False,False,encumbrancer
False,False,False,True,False,False,encumbrancers
True,False,False,True,True,False,encumbrances
True,False,False,False,False,False,endanger
True,False,False,False,False,False,endangerment
False,False,False,True,False,False,endorsee
False,False,False,True,False,False,enforceability
False,False,False,True,False,False,enforceable
False,False,False,True,False,False,enforceably
False,True,False,False,False,False,enhance
False,True,False,False,False,False,enhancement
False,True,False,False,False,False,enhancements
True,False,False,False,False,False,enjoin
False,True,False,False,False,False,enjoy
False,True,False,False,False,False,enjoyable
False,True,False,False,False,False,enjoyably
False,True,False,False,False,False,enjoyment
False,False,False,False,True,False,entail
False,True,False,False,False,False,enthusiasm
False,True,False,False,False,False,enthusiastic
False,True,False,False,False,False,enthusiastically
False,False,False,False,True,False,entrench
True,False,False,False,False,False,erode
True,False,False,False,False,False,erosion
True,False,False,False,False,False,erratic
True,False,False,False,False,False,erratically
True,False,False,False,False,False,err
True,False,False,False,False,False,erroneous
True,False,False,False,False,False,erroneously
True,False,False,False,False,False,error
True,False,False,False,False,False,errors
True,False,False,False,False,False,escalate
False,False,False,True,False,False,escheat
False,False,False,True,False,False,escheated
False,False,False,True,False,False,escheatment
False,False,False,False,True,False,escrow
False,False,False,False,True,False,escrowed
False,False,False,True,False,False,escrowing
False,False,False,False,True,False,escrows
False,False,False,True,False,False,estoppel
True,False,False,False,False,False,evade
True,False,False,False,False,False,evasion
True,False,False,False,False,False,evasions
True,False,False,False,False,False,evasive
True,False,False,False,False,False,evict
True,False,False,False,False,False,eviction
True,False,False,False,False,False,evictions
False,False,False,True,False,False,evidential
False,False,False,True,False,False,evidentiary
True,False,False,False,False,False,exacerbate
True,False,False,False,False,False,exacerbation
True,False,False,False,False,False,exacerbations
True,False,False,False,False,False,exaggerate
True,False,False,False,False,False,exaggeration
False,False,False,True,False,False,exceedance
False,False,False,True,False,False,exceedances
False,False,False,True,False,False,exceedences
False,True,False,False,False,False,excellence
False,True,False,False,False,False,excellent
False,True,False,False,False,False,excel
False,True,False,False,False,False,exceptional
False,True,False,False,False,False,exceptionally
True,False,False,False,False,False,excessive
True,False,False,False,False,False,excessively
False,False,False,True,False,False,excise
False,True,False,False,False,False,excite
False,True,False,False,False,False,excitement
False,True,False,False,False,False,exclusive
False,True,False,False,False,False,exclusively
False,True,False,False,False,False,exclusiveness
False,True,False,False,False,False,exclusives
False,True,False,False,False,False,exclusivity
True,False,False,True,False,False,exculpate
True,False,False,True,False,False,exculpation
True,False,False,True,False,False,exculpations
True,False,False,True,False,False,exculpatory
False,False,False,True,False,False,executor
False,False,False,True,False,False,executors
False,False,False,True,False,False,executory
False,False,False,True,False,False,executrices
False,False,False,True,False,False,executrix
False,False,False,True,False,False,executrixes
False,True,False,False,False,False,exemplary
True,False,False,False,False,False,exonerate
True,False,False,False,False,False,exoneration
True,False,False,False,False,False,exonerations
True,False,False,False,False,False,exploit
True,False,False,False,False,False,exploitation
True,False,False,False,False,False,exploitations
True,False,False,False,False,False,exploitative
True,False,False,False,False,False,expose
False,False,True,False,False,False,exposure
False,False,True,False,False,False,exposures
True,False,False,False,False,False,expropriate
True,False,False,False,False,False,expropriation
True,False,False,False,False,False,expropriations
True,False,False,False,False,False,expulsion
True,False,False,False,False,False,expulsions
True,False,False,False,False,False,extenuate
False,False,False,True,False,False,extracontractual
False,False,False,True,False,False,extracorporeal
False,False,False,True,False,False,extrajudicial
False,False,False,False,False,True,extraordinary
False,False,False,True,False,False,facie
False,False,False,True,False,False,facto
True,False,False,False,False,False,fail
True,False,False,False,False,False,failure
True,False,False,False,False,False,failures
True,False,False,False,False,False,fallout
True,False,False,False,False,False,false
True,False,False,False,False,False,falsely
True,False,False,False,False,False,falsification
True,False,False,False,False,False,falsifications
True,False,False,False,False,False,falsify
True,False,False,False,False,False,falsity
False,True,False,False,False,False,fantastic
False,False,False,False,False,True,fatal
True,False,False,False,False,False,fatalities
True,False,False,False,False,False,fatality
True,False,False,False,False,False,fatally
True,False,False,False,False,False,fault
True,False,False,False,False,False,faulty
False,True,False,False,False,False,favorable
False,True,False,False,False,False,favorably
False,True,False,False,False,False,favor
False,True,False,False,False,False,favorite
False,True,False,False,False,False,favorites
True,False,False,False,False,False,fear
True,False,False,True,False,False,felonies
True,False,False,True,False,False,felonious
True,False,False,True,False,False,felony
True,False,False,False,False,False,fictitious
False,False,False,True,False,False,fide
True,False,False,False,False,False,fin
True,False,False,False,False,False,fire
True,False,False,False,False,False,flaw
False,False,True,False,False,False,fluctuate
False,False,True,False,False,False,fluctuation
False,False,True,False,False,False,fluctuations
False,False,False,True,True,False,forbid
False,False,False,True,False,False,forbear
False,False,False,True,False,False,forbearance
False,False,False,True,False,False,forbearances
True,False,False,False,False,False,force
False,False,False,True,False,False,forebear
False,False,False,True,False,False,forebearance
False,False,False,True,False,False,forebears
True,False,False,False,False,False,foreclose
True,False,False,False,False,False,foreclosure
True,False,False,False,False,False,foreclosures
True,False,False,False,False,False,forego
True,False,False,False,False,False,forestall
True,False,False,False,False,False,forfeit
False,False,False,True,False,False,forfeitability
False,False,False,True,False,False,forfeitable
True,False,False,False,False,False,forfeiture
True,False,False,False,False,False,forfeitures
True,False,False,False,False,False,forgers
True,False,False,False,False,False,forgery
False,False,False,True,False,False,forthwith
False,False,False,True,False,False,forwhich
True,False,False,False,False,False,fraud
True,False,False,False,False,False,frauds
True,False,False,False,False,False,fraudulence
True,False,False,False,False,False,fraudulent
True,False,False,False,False,False,fraudulently
False,False,False,False,False,True,freeze
False,True,False,False,False,False,friendly
True,False,False,False,False,False,frivolous
True,False,False,False,False,False,frivolously
True,False,False,False,False,False,frustrate
True,False,False,False,False,False,frustratingly
True,False,False,False,False,False,frustration
True,False,False,False,False,False,frustrations
True,False,False,True,False,False,fugitive
True,False,False,True,False,False,fugitives
False,False,False,True,False,False,furtherance
False,True,False,False,False,False,gain
False,True,False,False,False,False,good
False,False,False,False,False,True,graft
False,False,False,True,False,False,grantor
False,False,False,True,False,False,grantors
True,False,False,False,False,False,gratuitous
True,False,False,False,False,False,gratuitously
False,True,False,False,False,False,great
False,True,False,False,False,False,greater
False,True,False,False,False,False,greatest
False,True,False,False,False,False,greatly
False,True,False,False,False,False,greatness
True,False,False,False,False,False,grievance
True,False,False,False,False,False,grievances
True,False,False,False,False,False,grossly
True,False,False,False,False,False,groundless
True,False,False,False,False,False,guilty
True,False,False,False,False,False,halt
True,False,False,False,False,False,hamper
False,True,False,False,False,False,happiest
False,True,False,False,False,False,happily
False,True,False,False,False,False,happiness
False,True,False,False,False,False,happy
True,False,False,False,False,False,harass
True,False,False,False,False,False,harassment
True,False,False,False,False,False,hardship
True,False,False,False,False,False,hardships
True,False,False,False,False,False,harm
True,False,False,False,False,False,harmful
True,False,False,False,False,False,harmfully
True,False,False,False,False,False,harsh
True,False,False,False,False,False,harsher
True,False,False,False,False,False,harshest
True,False,False,False,False,False,harshly
True,False,False,False,False,False,harshness
True,False,False,False,False,False,hazard
True,False,False,False,False,False,hazardous
False,False,False,True,False,False,henceforth
False,False,False,True,False,False,henceforward
False,False,False,True,False,False,hereafter
False,False,False,True,False,False,hereby
False,False,False,True,False,False,hereditaments
False,False,False,True,False,False,herefor
False,False,False,True,False,False,herefore
False,False,False,True,False,False,herefrom
False,False,False,True,False,False,herein
False,False,False,True,False,False,hereinabove
False,False,False,True,False,False,hereinafter
False,False,False,True,False,False,hereinbefore
False,False,False,True,False,False,hereinbelow
False,False,False,True,False,False,hereof
False,False,False,True,False,False,hereon
False,False,False,True,False,False,hereto
False,False,False,True,False,False,heretofore
False,False,False,True,False,False,hereunder
False,False,False,True,False,False,hereunto
False,False,False,True,False,False,hereupon
False,False,False,True,False,False,herewith
False,False,False,True,False,False,herewithin
False,False,True,False,False,False,hide
False,True,False,False,False,False,highest
True,False,False,False,False,False,hinder
True,False,False,False,False,False,hindrance
True,False,False,False,False,False,hindrances
False,False,True,False,False,False,hinge
False,False,False,False,False,True,honesty
False,True,False,False,False,False,honor
False,True,False,False,False,False,honorable
True,False,False,False,False,False,hostile
True,False,False,False,False,False,hostility
True,False,False,False,False,False,hurt
False,True,False,False,False,False,ideal
True,False,False,False,False,False,idle
True,False,False,False,False,False,ignore
True,False,False,False,False,False,ill
True,False,False,False,False,False,illegal
True,False,False,False,False,False,illegalities
True,False,False,False,False,False,illegality
True,False,False,False,False,False,illegally
True,False,False,False,False,False,illegible
True,False,False,False,False,False,illicit
True,False,False,False,False,False,illicitly
True,False,False,False,False,False,illiquid
True,False,False,False,False,False,illiquidity
True,False,False,False,False,False,imbalance
True,False,False,False,False,False,imbalances
False,False,False,True,False,False,immateriality
True,False,False,False,False,False,immature
True,False,False,False,False,False,immoral
True,False,False,False,True,False,impair
True,False,False,False,True,False,impairment
True,False,False,False,True,False,impairments
True,False,False,False,False,False,impasse
True,False,False,False,False,False,impasses
True,False,False,False,False,False,impede
True,False,False,False,False,False,impediment
True,False,False,False,False,False,impediments
True,False,False,False,False,False,impend
True,False,False,False,False,False,imperative
True,False,False,False,False,False,imperfection
True,False,False,False,False,False,imperfections
True,False,False,False,False,False,imperil
True,False,False,False,False,False,impermissible
False,False,False,True,False,False,impleaded
True,False,False,False,False,False,implicate
False,False,False,False,True,False,impose
False,False,False,False,True,False,imposition
False,False,False,False,True,False,impositions
True,False,False,False,False,False,impossibility
True,False,False,False,False,False,impossible
True,False,False,False,False,False,impound
True,False,False,False,False,False,impracticable
True,False,False,False,False,False,impractical
True,False,False,False,False,False,impracticalities
True,False,False,False,False,False,impracticality
False,False,True,False,False,False,imprecise
False,False,True,False,False,False,imprecision
False,False,True,False,False,False,imprecisions
False,True,False,False,False,False,impress
False,True,False,False,False,False,impressive
False,True,False,False,False,False,impressively
True,False,False,False,False,False,imprisonment
False,False,True,False,False,False,improbability
False,False,True,False,False,False,improbable
True,False,False,False,False,False,improper
True,False,False,False,False,False,improperly
True,False,False,False,False,False,improprieties
True,False,False,False,False,False,impropriety
False,True,False,False,False,False,improve
False,True,False,False,False,False,improvement
False,True,False,False,False,False,improvements
True,False,False,False,False,False,imprudent
True,False,False,False,False,False,imprudently
True,False,False,False,False,False,inability
True,False,False,False,False,False,inaccessible
True,False,False,False,False,False,inaccuracies
True,False,False,False,False,False,inaccuracy
True,False,False,False,False,False,inaccurate
True,False,False,False,False,False,inaccurately
True,False,False,False,False,False,inaction
True,False,False,False,False,False,inactions
True,False,False,False,False,False,inactivate
True,False,False,False,False,False,inactivation
True,False,False,False,False,False,inactivations
True,False,False,False,False,False,inactivity
True,False,False,False,False,False,inadequacies
True,False,False,False,False,False,inadequacy
True,False,False,False,False,False,inadequate
True,False,False,False,False,False,inadequately
True,False,False,False,False,False,inadvertent
True,False,False,False,False,False,inadvertently
True,False,False,False,False,False,inadvisability
True,False,False,False,False,False,inadvisable
True,False,False,False,False,False,inappropriate
True,False,False,False,False,False,inappropriately
False,False,False,True,False,False,inasmuch
True,False,False,False,False,False,inattention
True,False,False,False,False,False,incapable
True,False,False,False,False,False,incapacitate
True,False,False,True,False,False,incapacity
True,False,False,True,False,False,incarcerate
True,False,False,True,False,False,incarceration
True,False,False,True,False,False,incarcerations
False,False,False,True,False,False,inchoate
True,False,False,False,False,False,incidence
True,False,False,False,False,False,incidences
True,False,False,False,False,False,incident
True,False,False,False,False,False,incidents
True,False,False,False,False,False,incompatibilities
True,False,False,False,False,False,incompatibility
True,False,False,False,False,False,incompatible
True,False,False,False,False,False,incompetence
True,False,False,False,False,False,incompetency
True,False,False,False,False,False,incompetent
True,False,False,False,False,False,incompetently
True,False,False,False,False,False,incompetents
True,False,False,False,False,False,incomplete
True,False,False,False,False,False,incompletely
True,False,True,False,False,False,incompleteness
True,False,False,False,False,False,inconclusive
True,False,False,False,False,False,inconsistencies
True,False,False,False,False,False,inconsistency
True,False,False,False,False,False,inconsistent
True,False,False,False,False,False,inconsistently
False,False,False,True,False,False,incontestability
False,False,False,True,False,False,incontestable
True,False,False,False,False,False,inconvenience
True,False,False,False,False,False,inconvenient
True,False,False,False,False,False,incorrect
True,False,False,False,False,False,incorrectly
True,False,False,False,False,False,incorrectness
False,False,False,False,False,True,increase
False,True,False,False,False,True,incredible
False,True,False,False,False,False,incredibly
False,False,False,False,False,True,incurable
False,False,False,False,True,False,indebted
True,False,False,False,False,False,indecency
True,False,False,False,False,False,indecent
True,False,False,False,False,False,indefeasible
True,False,False,False,False,False,indefeasibly
False,False,True,False,False,False,indefinite
False,False,True,False,False,False,indefinitely
False,False,True,False,False,False,indefiniteness
False,False,False,True,False,False,indemnifiable
False,False,False,True,False,False,indemnification
False,False,False,True,False,False,indemnifications
False,False,False,True,False,False,indemnify
False,False,False,True,False,False,indemnitee
False,False,False,True,False,False,indemnitees
False,False,False,True,False,False,indemnities
False,False,False,True,False,False,indemnitor
False,False,False,True,False,False,indemnitors
False,False,False,True,False,False,indemnity
False,False,True,False,False,False,indeterminable
False,False,True,False,False,False,indeterminate
True,False,False,True,False,False,indict
True,False,False,True,False,False,indictable
True,False,False,True,False,False,indictment
True,False,False,True,False,False,indictments
False,False,False,True,False,False,indorse
True,False,False,False,False,False,ineffective
True,False,False,False,False,False,ineffectively
True,False,False,False,False,False,ineffectiveness
True,False,False,False,False,False,inefficiencies
True,False,False,False,False,False,inefficiency
True,False,False,False,False,False,inefficient
True,False,False,False,False,False,inefficiently
True,False,False,False,False,False,ineligibility
True,False,False,False,False,False,ineligible
True,False,False,False,False,False,inequitable
True,False,False,False,False,False,inequitably
True,False,False,False,False,False,inequities
True,False,False,False,False,False,inequity
True,False,False,False,False,False,inevitable
False,False,True,False,False,False,inexact
False,False,True,False,False,False,inexactness
True,False,False,False,False,False,inexperience
True,False,False,False,False,False,inexperienced
False,False,False,False,False,True,infection
True,False,False,False,False,False,inferior
True,False,False,False,False,False,inflict
False,True,False,False,False,False,influential
False,False,False,True,False,False,inforce
False,True,False,False,False,False,informative
True,False,False,True,False,False,infraction
True,False,False,True,False,False,infractions
True,False,False,False,False,False,infringe
True,False,False,False,False,False,infringement
True,False,False,False,False,False,infringements
False,False,False,True,False,False,infringer
False,True,False,False,False,False,ingenuity
False,False,False,False,True,False,inhibit
True,False,False,False,False,False,inimical
True,False,False,True,False,False,injunction
True,False,False,True,False,False,injunctions
False,False,False,True,False,False,injunctive
True,False,False,False,False,False,injure
True,False,False,False,False,False,injuries
True,False,False,False,False,False,injurious
True,False,False,False,False,False,injury
False,True,False,False,False,False,innovate
False,True,False,False,False,False,innovation
False,True,False,False,False,False,innovations
False,True,False,False,False,False,innovative
False,True,False,False,False,False,innovativeness
False,True,False,False,False,False,innovator
False,True,False,False,False,False,innovators
False,False,False,False,False,True,inoperable
True,False,False,False,False,False,inordinate
True,False,False,False,False,False,inordinately
True,False,False,False,False,False,inquiry
True,False,False,False,False,False,insecure
True,False,False,False,False,False,insensitive
False,True,False,False,False,False,insightful
False,False,False,False,True,False,insist
False,False,False,False,True,False,insistence
False,False,False,True,False,False,insofar
True,False,False,False,False,False,insolvencies
True,False,False,False,False,False,insolvency
True,False,False,False,False,False,insolvent
False,True,False,False,False,False,inspiration
False,True,False,False,False,False,inspirational
False,False,True,False,False,False,instabilities
True,False,True,False,False,False,instability
True,False,False,False,False,False,insubordination
True,False,False,False,False,False,insufficiency
True,False,False,False,False,False,insufficient
True,False,False,False,False,False,insufficiently
True,False,False,False,False,False,insurrection
True,False,False,False,False,False,insurrections
False,False,True,False,False,False,intangible
False,False,True,False,False,False,intangibles
False,True,False,False,False,False,integrity
True,False,False,False,False,False,intentional
True,False,False,False,False,False,interfere
True,False,False,False,False,False,interference
True,False,False,False,False,False,interferences
False,False,False,True,False,False,interlocutory
True,False,False,False,False,False,intermittent
True,False,False,False,False,False,intermittently
False,False,False,True,False,False,interpleader
False,False,False,True,False,False,interpose
False,False,False,True,False,False,interposition
False,False,False,True,False,False,interpositions
False,False,False,True,False,False,interrogate
False,False,False,True,False,False,interrogation
False,False,False,True,False,False,interrogations
False,False,False,True,False,False,interrogator
False,False,False,True,False,False,interrogatories
False,False,False,True,False,False,interrogators
False,False,False,True,False,False,interrogatory
True,False,False,False,False,False,interrupt
True,False,False,False,False,False,interruption
True,False,False,False,False,False,interruptions
False,False,False,True,False,False,intestacy
False,False,False,True,False,False,intestate
True,False,False,False,False,False,intimidation
True,False,False,False,False,False,intrusion
True,False,False,False,False,False,invalid
True,False,False,False,False,False,invalidate
True,False,False,False,False,False,invalidation
True,False,False,False,False,False,invalidity
False,True,False,False,False,False,invent
False,True,False,False,False,False,invention
False,True,False,False,False,False,inventions
False,True,False,False,False,False,inventive
False,True,False,False,False,False,inventiveness
False,True,False,False,False,False,inventor
False,True,False,False,False,False,inventors
True,False,False,False,False,False,investigate
True,False,False,False,False,False,investigation
True,False,False,False,False,False,investigations
True,False,False,False,False,False,involuntarily
True,False,False,False,False,False,involuntary
True,False,False,False,False,False,irreconcilable
True,False,False,False,False,False,irreconcilably
True,False,False,False,False,False,irrecoverable
True,False,False,False,False,False,irrecoverably
True,False,False,False,False,False,irregular
True,False,False,False,False,False,irregularities
True,False,False,False,False,False,irregularity
True,False,False,False,False,False,irregularly
True,False,False,False,False,False,irreparable
True,False,False,False,False,False,irreparably
True,False,False,False,False,False,irreversible
False,False,False,True,False,False,irrevocability
False,False,False,True,True,False,irrevocable
False,False,False,True,True,False,irrevocably
True,False,False,False,False,False,jeopardize
False,False,False,True,False,False,joinder
False,False,False,True,False,False,judicial
False,False,False,True,False,False,judicially
False,False,False,True,False,False,judiciaries
False,False,False,True,False,False,judiciary
False,False,False,True,False,False,juries
False,False,False,True,False,False,juris
False,False,False,True,False,False,jurisdiction
False,False,False,True,False,False,jurisdictional
False,False,False,True,False,False,jurisdictionally
False,False,False,True,False,False,jurisdictions
False,False,False,True,False,False,jurisprudence
False,False,False,True,False,False,jurist
False,False,False,True,False,False,jurists
False,False,False,True,False,False,juror
False,False,False,True,False,False,jurors
False,False,False,True,False,False,jury
False,False,False,True,False,False,juryman
False,False,False,True,False,False,justice
False,False,False,True,False,False,justices
True,False,False,False,False,False,justifiable
True,False,False,False,False,False,kickback
True,False,False,False,False,False,kickbacks
True,False,False,False,False,False,knowingly
True,False,False,False,False,False,lack
True,False,False,False,False,False,lackluster
True,False,False,False,False,False,lag
True,False,False,False,False,False,lapse
True,False,False,False,False,False,late
True,False,False,False,False,False,launder
False,False,False,True,False,False,law
False,False,False,True,False,False,lawful
False,False,False,True,False,False,lawfully
False,False,False,True,False,False,lawfulness
False,False,False,True,False,False,lawmakers
False,False,False,True,False,False,lawmaking
False,False,False,True,False,False,laws
False,False,False,True,False,False,lawsuit
False,False,False,True,False,False,lawsuits
False,False,False,True,False,False,lawyer
False,False,False,True,False,False,lawyers
True,False,False,False,False,False,layoff
True,False,False,False,False,False,layoffs
False,True,False,False,False,False,leadership
False,True,False,False,False,False,lead
False,False,False,True,False,False,legal
False,False,False,True,False,False,legalese
False,False,False,True,False,False,legality
False,False,False,True,False,False,legalization
False,False,False,True,False,False,legalizations
False,False,False,True,False,False,legalize
False,False,False,True,False,False,legally
False,False,False,True,False,False,legals
False,False,False,True,False,False,legatee
False,False,False,True,False,False,legatees
False,False,False,True,False,False,legislate
False,False,False,True,False,False,legislation
False,False,False,True,False,False,legislations
False,False,False,True,False,False,legislative
False,False,False,True,False,False,legislatively
False,False,False,True,False,False,legislator
False,False,False,True,False,False,legislators
False,False,False,True,False,False,legislature
False,False,False,True,False,False,legislatures
False,False,False,False,False,True,lesions
False,False,False,True,False,False,libel
False,False,False,True,False,False,libelous
False,False,False,True,False,False,licensable
True,False,False,False,False,False,lie
False,False,False,True,False,False,lienholders
False,False,True,False,False,False,likelihood
False,False,False,False,True,False,limit
True,False,False,False,False,False,limitation
True,False,False,False,False,False,limitations
True,False,False,False,False,False,linger
True,False,False,False,False,False,liquidate
True,False,False,False,False,False,liquidation
True,False,False,False,False,False,liquidations
True,False,False,False,False,False,liquidator
True,False,False,False,False,False,liquidators
True,False,False,True,False,False,litigant
True,False,False,True,False,False,litigants
True,False,False,True,False,False,litigate
True,False,False,True,False,False,litigation
True,False,False,True,False,False,litigations
False,False,False,True,False,False,litigator
False,False,False,True,False,False,litigators
False,False,False,True,False,False,litigious
False,False,False,True,False,False,litigiousness
True,False,False,False,False,False,lockout
True,False,False,False,False,False,lockouts
True,False,False,False,False,False,lose
True,False,False,False,False,False,loss
True,False,False,False,False,False,losses
False,True,False,False,False,False,loyal
False,True,False,False,False,False,lucrative
False,False,False,True,False,False,majeure
True,False,False,False,False,False,malfeasance
True,False,False,False,False,False,malfunction
True,False,False,False,False,False,malice
True,False,False,False,False,False,malicious
True,False,False,False,False,False,maliciously
False,False,False,False,False,True,malignancies
False,False,False,False,False,True,malignant
True,False,False,False,False,False,malpractice
False,False,False,True,False,False,mandamus
False,False,False,False,True,False,mandate
False,False,False,False,True,False,mandatory
False,False,False,False,True,False,manditorily
True,False,False,False,False,False,manipulate
True,False,False,False,False,False,manipulation
True,False,False,False,False,False,manipulations
True,False,False,False,False,False,manipulative
False,False,False,False,False,True,march
True,False,False,False,False,False,markdown
True,False,False,False,False,False,markdowns
False,False,True,False,False,False,may
False,False,True,False,False,False,maybe
False,False,False,True,False,False,mediate
False,False,False,True,False,False,mediation
False,False,False,True,False,False,mediations
False,False,False,True,False,False,mediator
False,False,False,True,False,False,mediators
False,True,False,False,False,False,meritorious
False,False,True,False,False,False,might
False,False,False,False,False,True,mighty
True,False,False,False,False,False,misapplication
True,False,False,False,False,False,misapplications
True,False,False,False,False,False,misapply
True,False,False,False,False,False,misappropriate
True,False,False,False,False,False,misappropriation
True,False,False,False,False,False,misappropriations
True,False,False,False,False,False,misbranded
True,False,False,False,False,False,miscalculate
True,False,False,False,False,False,miscalculation
True,False,False,False,False,False,miscalculations
True,False,False,False,False,False,mischaracterization
True,False,False,False,False,False,mischief
True,False,False,False,False,False,misclassification
True,False,False,False,False,False,misclassifications
True,False,False,False,False,False,misclassified
True,False,False,False,False,False,misclassify
True,False,False,False,False,False,miscommunication
True,False,False,False,False,False,misconduct
True,False,False,False,False,False,misdate
True,False,False,True,False,False,misdemeanor
True,False,False,False,False,False,misdemeanors
True,False,False,False,False,False,misdirect
False,False,False,True,False,False,misfeasance
True,False,False,False,False,False,mishandle
True,False,False,False,False,False,misinform
True,False,False,False,False,False,misinformation
True,False,False,False,False,False,misinterpret
True,False,False,False,False,False,misinterpretation
True,False,False,False,False,False,misinterpretations
True,False,False,False,False,False,misjudge
True,False,False,False,False,False,misjudgment
True,False,False,False,False,False,misjudgments
True,False,False,False,False,False,mislabel
True,False,False,False,False,False,mislabeled
True,False,False,False,False,False,mislabeling
True,False,False,False,False,False,mislabelled
True,False,False,False,False,False,mislabels
True,False,False,False,False,False,mislead
True,False,False,False,False,False,misleadingly
True,False,False,False,False,False,mismanage
True,False,False,False,False,False,mismanagement
True,False,False,False,False,False,mismatch
True,False,False,False,False,False,misplace
True,False,False,False,False,False,misprice
True,False,False,False,False,False,mispricing
True,False,False,False,False,False,mispricings
True,False,False,False,False,False,misrepresent
True,False,False,False,False,False,misrepresentation
True,False,False,False,False,False,misrepresentations
True,False,False,False,False,False,miss
True,False,False,False,False,False,misstate
True,False,False,False,False,False,misstatement
True,False,False,False,False,False,misstatements
True,False,False,False,False,False,misstep
True,False,False,False,False,False,missteps
True,False,False,False,False,False,mistake
True,False,False,False,False,False,mistakenly
True,False,False,True,False,False,mistrial
True,False,False,True,False,False,mistrials
True,False,False,False,False,False,misunderstand
True,False,False,False,False,False,misuse
True,False,False,False,False,False,monopolistic
True,False,False,False,False,False,monopolists
True,False,False,False,False,False,monopolization
True,False,False,False,False,False,monopolize
True,False,False,False,False,False,monopoly
True,False,False,False,False,False,moratoria
True,False,False,False,False,False,moratorium
True,False,False,False,False,False,moratoriums
False,False,False,True,False,False,moreover
False,False,False,False,False,True,mortgagee
True,False,False,False,False,False,mothball
False,False,False,True,False,False,motion
False,False,False,True,False,False,mutandis
False,False,True,False,False,False,nearly
False,False,False,False,True,False,necessitate
True,False,False,False,False,False,negative
True,False,False,False,False,False,negatively
True,False,False,False,False,False,neglect
True,False,False,False,False,False,neglectful
True,False,False,False,False,False,negligence
True,False,False,False,False,False,negligences
True,False,False,False,False,False,negligent
True,False,False,False,False,False,negligently
False,False,False,True,False,False,nolo
False,False,False,True,False,False,nonappealable
False,False,True,False,False,False,nonassessable
True,False,False,False,False,False,nonattainment
False,False,False,True,False,False,nonbreaching
False,False,False,False,True,False,noncancelable
False,False,False,False,True,False,noncancellable
True,False,False,False,False,False,noncompetitive
True,False,False,False,False,False,noncompliance
True,False,False,False,False,False,noncompliances
True,False,False,False,False,False,noncompliant
True,False,False,False,False,False,noncomplying
True,False,False,False,False,False,nonconforming
True,False,False,False,False,False,nonconformities
True,False,False,False,False,False,nonconformity
False,False,False,True,False,False,noncontingent
False,False,False,True,False,False,noncontract
False,False,False,True,False,False,noncontractual
False,False,False,True,False,False,noncontributory
True,False,False,False,False,False,nondisclosure
False,False,False,True,False,False,nonfeasance
False,False,False,True,False,False,nonfiduciary
False,False,False,True,False,False,nonforfeitability
False,False,False,True,False,False,nonforfeitable
False,False,False,True,False,False,nonforfeiture
True,False,False,False,False,False,nonfunctional
False,False,False,True,False,False,nonguarantor
False,False,False,True,False,False,noninfringement
False,False,False,True,False,False,noninfringing
False,False,False,True,False,False,nonjudicial
False,False,False,True,False,False,nonjudicially
False,False,False,True,False,False,nonjurisdictional
True,False,False,False,False,False,nonpayment
True,False,False,False,False,False,nonpayments
True,False,False,False,False,False,nonperformance
True,False,False,False,False,False,nonperformances
True,False,False,False,False,False,nonperforming
True,False,False,False,False,False,nonproducing
True,False,False,False,False,False,nonproductive
True,False,False,False,False,False,nonrecoverable
True,False,False,False,False,False,nonrenewal
False,False,False,True,False,False,nonseverable
